Corpus Name,genre,Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length
Ammianus Rerum Gestarum Part 14,history,0.00036,0.00429,0.00088,0.00066,0.00002,0.00051,0.00021,0.0006,0,0.00002,0,0.00017,0.00002,0.00202,0.00051,0.00395,0.00004,0.00039,0.00021,0.61132,34.46091,0.00024,0.00058,0.01244,0,199.94757
Ammianus Rerum Gestarum Part 15,history,0.00042,0.00404,0.00049,0.0008,0,0.00056,0.00042,0.00036,0,0.00007,0,0.00027,0,0.00233,0.00033,0.00364,0,0.00053,0.00004,0.47984,35.01695,0.00036,0.0004,0.01187,0,181.45161
Ammianus Rerum Gestarum Part 16,history,0.00034,0.00361,0.0008,0.00098,0.00004,0.0005,0.0004,0.00028,0,0.00004,0,0.0002,0.00002,0.00191,0.00046,0.00349,0.00008,0.00052,0.00004,0.54167,34.62222,0.00046,0.00058,0.01251,0.00002,204.14344
Ammianus Rerum Gestarum Part 17,history,0.00054,0.0033,0.00039,0.0008,0,0.00043,0.00035,0.00035,0,0.00004,0,0.00026,0,0.00201,0.0005,0.00291,0.00004,0.00045,0.00009,0.49071,32.27273,0.00037,0.00039,0.01302,0,170.93727
Ammianus Rerum Gestarum Part 18,history,0.00076,0.00336,0.00048,0.00048,0,0.00033,0.00036,0.00036,0,0,0,0.00054,0.00006,0.00166,0.00036,0.00375,0.00012,0.001,0.00006,0.56757,31.62595,0.00045,0.0007,0.0124,0,217.49342
Ammianus Rerum Gestarum Part 19,history,0.00048,0.00228,0.00058,0.00029,0,0.00077,0.00029,0.00024,0.00003,0.00005,0.00003,0.00034,0,0.00188,0.00024,0.00371,0,0.0005,0.00003,0.53757,35.57333,0.00016,0.00042,0.01194,0,218.2659
Ammianus Rerum Gestarum Part 20,history,0.00045,0.00322,0.0004,0.00054,0,0.0004,0.00035,0.00042,0,0.00005,0,0.00028,0,0.00165,0.0004,0.00294,0,0.00061,0.00012,0.57466,31.47312,0.00019,0.00087,0.01317,0,192.36199
Ammianus Rerum Gestarum Part 21,history,0.00041,0.00412,0.00054,0.00088,0,0.00063,0.0003,0.00028,0,0.00009,0,0.00028,0.00009,0.00222,0.00052,0.0036,0.00004,0.00058,0.00004,0.52823,31.8806,0.0006,0.00063,0.01377,0,185.564
Ammianus Rerum Gestarum Part 22,history,0.00031,0.00408,0.00065,0.00058,0,0.00063,0.00044,0.00051,0,0.00003,0,0.00019,0.00007,0.00169,0.00035,0.00408,0.00005,0.00054,0.00005,0.63667,36.86207,0.00047,0.00045,0.01376,0.00005,189.24752
Ammianus Rerum Gestarum Part 23,history,0.00036,0.00436,0.00041,0.00046,0,0.00064,0.00057,0.00046,0,0.00009,0,0.00011,0,0.00178,0.00043,0.00422,0,0.001,0.00011,0.55762,36.38863,0.00023,0.00034,0.01556,0,162.95911
Ammianus Rerum Gestarum Part 24,history,0.00045,0.00241,0.00042,0.00076,0.00003,0.00068,0.00055,0.00018,0,0.00003,0,0.00024,0.00003,0.00152,0.00026,0.00309,0,0.00087,0.00008,0.53365,33.79878,0.00047,0.00071,0.01182,0,183.40865
Ammianus Rerum Gestarum Part 25,history,0.0005,0.00349,0.00072,0.00052,0.00005,0.0005,0.00038,0.0002,0,0.00005,0,0.00041,0,0.00206,0.0005,0.00356,0.00005,0.00061,0.00009,0.5617,31.6911,0.00032,0.00061,0.01277,0.00002,186.31646
Ammianus Rerum Gestarum Part 26,history,0.00019,0.00335,0.00081,0.00074,0,0.00043,0.00036,0.0005,0,0.00002,0.00002,0.00019,0.00002,0.002,0.00045,0.00324,0,0.00081,0.00017,0.5544,30.47059,0.0005,0.00036,0.01156,0,217.81865
Ammianus Rerum Gestarum Part 27,history,0.00041,0.00382,0.00044,0.00078,0,0.00051,0.00039,0.00051,0,0.0001,0,0.00022,0,0.00182,0.00046,0.00408,0.00007,0.0007,0.00002,0.61972,32.88021,0.00051,0.00053,0.01244,0,190.49537
Ammianus Rerum Gestarum Part 28,history,0.00013,0.00442,0.00097,0.00088,0,0.0006,0.00047,0.00047,0,0.00006,0,0.00028,0.00004,0.00277,0.00056,0.00369,0.00004,0.00056,0.00011,0.5679,34.44503,0.00045,0.00058,0.01232,0,190.15918
Ammianus Rerum Gestarum Part 29,history,0.00014,0.00348,0.00067,0.00069,0.00002,0.00047,0.00071,0.0004,0,0.00002,0,0.00028,0.00002,0.0019,0.00045,0.00364,0.00006,0.00053,0.00012,0.69397,31.93802,0.00041,0.00051,0.01112,0.00002,216.29487
Ammianus Rerum Gestarum Part 30,history,0.00023,0.00463,0.00061,0.00078,0,0.00046,0.00061,0.00035,0,0.00003,0,0.00015,0,0.00238,0.00068,0.00341,0,0.00051,0.00018,0.66667,32.06186,0.00038,0.00066,0.01204,0,223.41243
Ammianus Rerum Gestarum Part 31,history,0.00013,0.00299,0.00045,0.00065,0,0.00054,0.00046,0.00052,0,0.00002,0,0.00027,0,0.00167,0.0003,0.00345,0,0.00037,0.00013,0.50602,34.2008,0.00032,0.00027,0.01367,0,189.51807
Apuleius Apologia,oratory,0.00482,0.00585,0.00035,0.00091,0.00075,0.00047,0.00079,0.00047,0.00007,0.00002,0,0.0001,0.00019,0.0019,0.00193,0.00384,0.00182,0.00095,0.00003,0.56138,34.9986,0.00059,0.00046,0.01313,0.00006,131.72293
Apuleius Florida,oratory,0.00316,0.00532,0.00034,0.00093,0.00029,0.00055,0.00057,0.0004,0.00008,0,0,0.00015,0.00032,0.00135,0.00109,0.00303,0.00053,0.0012,0.00004,0.55118,34.39286,0.00055,0.00038,0.015,0.00004,170.36201
Apuleius Metamorphoses Part 1,miscellaneous,0.00582,0.00574,0.00026,0.00047,0.00103,0.00043,0.0009,0.00017,0.00004,0,0,0.00047,0.00009,0.00141,0.00047,0.00206,0.00176,0.00051,0.00017,0.40769,34.80952,0.00009,0.00013,0.01709,0.00004,134.2069
Apuleius Metamorphoses Part 10,miscellaneous,0.00205,0.00375,0.00046,0.00102,0.00062,0.00043,0.00094,0.00016,0.00005,0.00003,0,0.00011,0.00003,0.00084,0.00046,0.0021,0.00019,0.00146,0.00024,0.55484,41.27536,0.00016,0.00027,0.0142,0,227.68712
Apuleius Metamorphoses Part 11,miscellaneous,0.00333,0.0022,0.00028,0.00031,0.0006,0.00038,0.0011,0.00019,0,0,0,0.00013,0.00006,0.00041,0.00025,0.00207,0.00022,0.00069,0.00006,0.50714,49.0087,0.00031,0.00016,0.01303,0,215.18919
Apuleius Metamorphoses Part 2,miscellaneous,0.00412,0.00495,0.00063,0.00021,0.0007,0.00049,0.00098,0.00007,0.00003,0.00003,0,0.00042,0.00017,0.00105,0.00035,0.00251,0.00073,0.00059,0.00007,0.39873,44.17778,0.00021,0.00031,0.01632,0.00007,160.17318
Apuleius Metamorphoses Part 3,miscellaneous,0.00503,0.00357,0.00071,0.00036,0.00095,0.00024,0.00111,0,0.00008,0,0,0.00024,0.00004,0.00079,0.00036,0.00274,0.00032,0.00087,0.0002,0.58261,41.97959,0.00012,0.00044,0.01506,0,205.09756
Apuleius Metamorphoses Part 4,miscellaneous,0.00281,0.00318,0.00059,0.00092,0.00052,0.00025,0.00086,0,0,0,0,0.00018,0.00003,0.00068,0.00025,0.00256,0.00059,0.00083,0.00018,0.48387,47.92941,0.00031,0.00025,0.01508,0.00003,226.83217
Apuleius Metamorphoses Part 5,miscellaneous,0.0042,0.00498,0.00025,0.0011,0.00089,0.00043,0.00093,0.00004,0.00004,0,0,0.00025,0,0.001,0.00075,0.00242,0.00075,0.00064,0.00032,0.39041,40.57534,0.00014,0.00028,0.01562,0,168.29341
Apuleius Metamorphoses Part 6,miscellaneous,0.00366,0.00315,0.00025,0.00065,0.00112,0.0004,0.00094,0,0,0.00004,0,0.00033,0.00007,0.00051,0.00044,0.00228,0.0012,0.00054,0.00029,0.42537,42.01389,0.00022,0.00033,0.01679,0.00004,166.13855
Apuleius Metamorphoses Part 7,miscellaneous,0.00444,0.00387,0.00061,0.00061,0.00069,0.00038,0.00103,0.00027,0,0,0,0.00015,0.00015,0.0008,0.00046,0.00214,0.00065,0.00122,0.00038,0.40833,40.11111,0.00034,0.00031,0.0168,0,192.125
Apuleius Metamorphoses Part 8,miscellaneous,0.00256,0.00379,0.00078,0.00094,0.00045,0.00062,0.00065,0.0001,0.00003,0,0,0.00019,0.00013,0.00055,0.00026,0.00272,0.00045,0.00091,0.0001,0.40385,43.71111,0.00023,0.00013,0.01523,0.00003,181.57647
Apuleius Metamorphoses Part 9,miscellaneous,0.00244,0.00481,0.00074,0.00105,0.00048,0.00031,0.00084,0.00012,0,0,0,0.00024,0.00007,0.00108,0.00031,0.00287,0.00038,0.00096,0.00022,0.42564,44.01724,0.0001,0.00019,0.015,0.00002,197.22642
Augustine Epistulae Selections Part 1 1-10,letters,0.00628,0.00666,0.00023,0.00047,0.00058,0.00049,0.00096,0.0003,0,0.00002,0,0.00015,0,0.00235,0.00237,0.00382,0.00107,0.00096,0.00032,0.62069,33.17529,0.00077,0.00083,0.01599,0,138.16224
Augustine Epistulae Selections Part 2 11-20,letters,0.0067,0.00568,0.00029,0.00044,0.00049,0.00058,0.00112,0.00049,0,0.00005,0.00005,0.00034,0,0.00247,0.00286,0.00369,0.00126,0.00087,0.00029,0.60317,30.16949,0.00068,0.00073,0.01494,0.0001,136.48344
Augustine Epistulae Selections Part 3 21-30,letters,0.0059,0.00703,0.00026,0.00055,0.00032,0.00076,0.00103,0.00026,0,0.00011,0,0.00016,0,0.00245,0.002,0.0044,0.00047,0.00161,0.00018,0.78846,34.06818,0.00055,0.00061,0.01512,0.00003,167.98673
Augustine Epistulae Selections Part 4 31-40,letters,0.00568,0.0068,0.00011,0.00059,0.00074,0.00043,0.00102,0.0003,0.00004,0.00004,0,0.00011,0,0.00234,0.00234,0.00407,0.0008,0.00132,0.00039,0.59286,29.58333,0.00069,0.00048,0.01517,0,146.03481
Augustine Epistulae Selections Part 5 41-50,letters,0.00488,0.00743,0.00018,0.00103,0.00038,0.0007,0.0014,0.00029,0,0.00004,0,0.00009,0,0.00254,0.00209,0.00493,0.00077,0.00065,0.00022,0.675,29.84778,0.00083,0.00058,0.01627,0,153.94737
Augustine Epistulae Selections Part 6 51-62,letters,0.00704,0.00669,0.0002,0.00089,0.00068,0.00052,0.00133,0.0003,0.00002,0.00002,0,0.00015,0,0.00259,0.00251,0.00462,0.00089,0.00091,0.00026,0.65017,29.04396,0.00126,0.00044,0.01754,0.00002,154.15385
Caesar Augustus Res Gestae Divi Augusti,history,0.00264,0.0035,0,0.00007,0,0.00026,0.0002,0.00046,0.00007,0,0,0,0,0.0004,0.00013,0.00561,0,0.00013,0,0.55652,45.86957,0.00033,0.00059,0.01598,0,131.65217
Caesar De Bello Civili Part 1,history,0.0001,0.00572,0.00003,0.0024,0,0.00034,0.00063,0.00051,0.00003,0,0.00003,0.00012,0.00006,0.00151,0.00054,0.00497,0.00009,0.00051,0.00007,0.46476,41.71866,0.00044,0.00041,0.01358,0,128.12429
Caesar De Bello Civili Part 2,history,0.00099,0.0054,0.00018,0.00216,0,0.00038,0.00053,0.00056,0.00005,0,0.00005,0.00005,0.00018,0.0016,0.00036,0.00519,0.00064,0.00051,0.0001,0.48454,38.39796,0.00036,0.00038,0.01329,0,124.67302
Caesar De Bello Civili Part 3,history,0.00034,0.00628,0.00024,0.0017,0,0.00029,0.0005,0.00064,0.00004,0.00001,0.00001,0.00003,0.00006,0.00166,0.00042,0.00484,0.00003,0.00045,0.00004,0.51429,40.53419,0.00062,0.0008,0.01427,0,148.72512
Caesar De Bello Gallico Part 1,history,0.00019,0.008,0.00004,0.00348,0,0.00025,0.00087,0.00041,0.00002,0,0.00004,0.0001,0.00015,0.00153,0.00114,0.00539,0.00019,0.00085,0.00006,0.62215,40.88439,0.0006,0.0006,0.01186,0,152.66456
Caesar De Bello Gallico Part 2,history,0.00063,0.00618,0.00004,0.0023,0,0.00048,0.00052,0.00036,0.00008,0,0,0,0.00008,0.00155,0.00059,0.00583,0.00004,0.00075,0.00008,0.61594,43.69872,0.0004,0.00091,0.0128,0,181.48921
Caesar De Bello Gallico Part 3,history,0.00036,0.0061,0.00005,0.00194,0,0.00045,0.00041,0.00054,0.00005,0,0,0.00005,0.00014,0.00118,0.00041,0.00466,0,0.00041,0.00005,0.66116,40.99275,0.00054,0.00104,0.01347,0,182.80165
Caesar De Bello Gallico Part 4,history,0.0004,0.00733,0.00004,0.00294,0,0.00025,0.00044,0.00047,0.00007,0,0.00004,0.00018,0.00007,0.00116,0.00069,0.00516,0.00004,0.00065,0.00018,0.69565,44.47343,0.00076,0.00073,0.01289,0,170.02469
Caesar De Bello Gallico Part 5,history,0.0004,0.00678,0.00011,0.00213,0,0.00026,0.00053,0.00033,0.00004,0,0,0.00009,0.00007,0.00138,0.00057,0.00571,0.00011,0.00057,0.00007,0.5,41.65236,0.00037,0.00066,0.01253,0,152.38796
Caesar De Bello Gallico Part 6,history,0.00024,0.00676,0.00009,0.00223,0,0.00042,0.00054,0.0006,0.00006,0,0,0.00003,0.00003,0.00149,0.00077,0.00527,0.00003,0.00045,0.00009,0.51261,40.47895,0.00024,0.0006,0.01387,0,140.57741
Caesar De Bello Gallico Part 7,history,0.00041,0.00539,0.00005,0.00176,0.00001,0.0003,0.0007,0.00044,0.00005,0,0.00001,0.00014,0.0001,0.00133,0.00066,0.00532,0.00014,0.00036,0.00003,0.55601,43.78571,0.0006,0.00056,0.01053,0,145.18563
Caesar De Bello Gallico Part 8,history,0.00062,0.00343,0.00012,0.00145,0,0.00005,0.00081,0.0005,0,0,0.00002,0.00007,0.00007,0.00098,0.00048,0.00295,0,0.00069,0.00002,0.60569,41.61217,0.00062,0.00143,0.01031,0,170.02024
Celsus De Medicina Part 1,technical treatise,0.00019,0.00797,0.00042,0.00085,0.00035,0.00181,0.00071,0.00073,0,0.00002,0.00002,0.00007,0.00005,0.0011,0.00303,0.00414,0.00007,0.00066,0.00012,0.59355,28.66343,0.00148,0.00075,0.01885,0,135.91054
Celsus De Medicina Part 2,technical treatise,0.00008,0.00619,0.00071,0.00041,0.00008,0.00081,0.00055,0.00074,0,0.00005,0.00005,0.00003,0.00005,0.00121,0.00449,0.00394,0.00003,0.0006,0.00018,0.55172,26.00826,0.00076,0.00034,0.02201,0,147.10303
Celsus De Medicina Part 3,technical treatise,0.00007,0.00727,0.00063,0.00057,0.00008,0.00106,0.00075,0.00064,0,0.00003,0.00004,0.00012,0.00007,0.00158,0.00444,0.00428,0.00001,0.00069,0.00003,0.48662,26.35452,0.003,0.00057,0.01935,0,122.40833
Celsus De Medicina Part 4,technical treatise,0.00007,0.00704,0.00044,0.00048,0.0001,0.00043,0.00056,0.00071,0,0.00003,0.00002,0.00018,0.00002,0.00113,0.00324,0.00451,0,0.00054,0.00013,0.45094,29.34627,0.00209,0.00048,0.02053,0,126.39085
Celsus De Medicina Part 5,technical treatise,0.00005,0.00677,0.00075,0.00029,0.00003,0.00082,0.00037,0.00097,0,0.00002,0.00004,0.00017,0.00001,0.00093,0.00264,0.00381,0,0.00036,0.00007,0.52036,27.49918,0.00128,0.0003,0.01954,0,122.76426
Celsus De Medicina Part 6,technical treatise,0.00013,0.008,0.00069,0.00043,0.00006,0.00051,0.00058,0.00124,0,0.00002,0.00006,0.00011,0.00002,0.00088,0.00291,0.00456,0,0.00042,0.00006,0.52075,29.04469,0.00328,0.00042,0.01891,0,129.12863
Celsus De Medicina Part 7,technical treatise,0.0001,0.00831,0.00072,0.00054,0.00004,0.00055,0.00105,0.00095,0.00001,0.00005,0.00001,0.00004,0.00004,0.00205,0.00345,0.00477,0,0.00026,0.00005,0.57507,27.27871,0.00267,0.00031,0.01891,0,130.0241
Celsus De Medicina Part 8,technical treatise,0.00003,0.00808,0.00048,0.00066,0.00002,0.00045,0.00077,0.00126,0,0.00003,0.00002,0.00008,0.00005,0.00168,0.00341,0.00461,0,0.00035,0.0001,0.5614,27.04691,0.00304,0.00032,0.01892,0,136.7221
Cicero Academica,philosophy,0.00303,0.00848,0.00113,0.00099,0.00037,0.00113,0.00124,0.00062,0,0,0,0.00015,0.00011,0.0023,0.00157,0.00424,0.00051,0.00048,0.00029,0.69737,39.64317,0.00102,0.00095,0.02018,0,165.78182
Cicero Brutus,philosophy,0.00297,0.00775,0.00058,0.00075,0.00038,0.00047,0.00106,0.00081,0.00001,0.00003,0.00001,0.00005,0.00005,0.00215,0.00112,0.00341,0.00079,0.0008,0.00012,0.55439,34.37766,0.00054,0.00106,0.01778,0.00001,130.89736
Cicero Cum Populo Gratias Egit,oratory,0.00809,0.00498,0.00013,0.00084,0,0.00006,0.00065,0.00091,0.00006,0,0,0.00013,0.00019,0.00136,0.00097,0.00311,0.00026,0.00194,0.00013,0.64706,34.60177,0.00045,0.00123,0.01347,0,217.56338
Cicero De Amicitia,philosophy,0.00206,0.00736,0.00068,0.00155,0.00035,0.00047,0.00115,0.00056,0,0.00004,0,0.00004,0.0001,0.00338,0.002,0.00453,0.00091,0.00087,0.00017,0.62873,32.34266,0.00078,0.00084,0.01748,0,124.35749
Cicero De Divinatione,philosophy,0.00215,0.00713,0.00053,0.00077,0.00035,0.00052,0.00088,0.00082,0.00001,0.00003,0,0.00007,0.00005,0.00205,0.00174,0.00344,0.00258,0.00033,0.00026,0.57434,29.92163,0.00062,0.00109,0.01587,0.00003,109.39366
Cicero De Domo Sua,oratory,0.00587,0.00644,0.00012,0.00075,0.00068,0.00033,0.00077,0.00046,0,0.00002,0.00001,0.00001,0.00004,0.00145,0.00195,0.00405,0.00318,0.0014,0.00014,0.59544,34.71934,0.00049,0.00095,0.01294,0.00008,143.48241
Cicero De Fato,philosophy,0.00151,0.01036,0.00068,0.00053,0.00026,0.00113,0.0006,0.00045,0,0,0.00004,0.00004,0.00004,0.00305,0.00317,0.00369,0.00128,0.00019,0.00008,0.59639,24.48901,0.00045,0.0009,0.01609,0,132.00498
Cicero De Finibus Bonorum Et Malorum Part 1,philosophy,0.00276,0.00757,0.00047,0.00109,0.0003,0.0005,0.00154,0.00052,0,0.00002,0.00007,0.00002,0.00002,0.00258,0.00224,0.00402,0.00119,0.00042,0.00022,0.67857,29.47756,0.00097,0.00079,0.01887,0,136.03716
Cicero De Finibus Bonorum Et Malorum Part 2,philosophy,0.00337,0.0084,0.00031,0.00138,0.00071,0.0006,0.00144,0.00067,0,0,0.00001,0.0001,0.00006,0.0027,0.00282,0.0032,0.00246,0.00063,0.00016,0.54281,27.09592,0.00065,0.00087,0.01454,0.00004,96.45582
Cicero De Finibus Bonorum Et Malorum Part 3,philosophy,0.00207,0.00996,0.00075,0.00132,0.0004,0.00099,0.00134,0.00078,0,0,0.00009,0.00007,0.00007,0.00343,0.00188,0.00392,0.00078,0.00038,0.00016,0.71044,26.92991,0.00162,0.00096,0.01823,0,129
Cicero De Finibus Bonorum Et Malorum Part 4,philosophy,0.00288,0.01077,0.00056,0.00088,0.00073,0.00105,0.00092,0.0009,0.00002,0.00004,0.00002,0.00006,0.00009,0.00288,0.00221,0.00425,0.00191,0.00047,0.00011,0.62928,26.86352,0.00135,0.0009,0.01648,0.00002,115.47891
Cicero De Finibus Bonorum Et Malorum Part 5,philosophy,0.00269,0.00846,0.00066,0.00195,0.00043,0.00076,0.0015,0.00053,0,0,0.00002,0.0001,0.00028,0.00338,0.00178,0.00354,0.00176,0.00049,0.00013,0.57143,28.0133,0.00122,0.00091,0.01711,0.00002,112.52319
Cicero De Haruspicum Responso,philosophy,0.00412,0.00859,0.00028,0.00093,0.00044,0.00037,0.00114,0.00072,0,0,0.00002,0,0.00007,0.00144,0.00144,0.00403,0.00198,0.0014,0.00033,0.62555,34.27667,0.00028,0.0007,0.01304,0.00005,142.71429
Cicero De Imperio Cn Pompei,oratory,0.00367,0.00724,0.00016,0.0007,0.00031,0.00047,0.00109,0.00083,0,0,0.00005,0.00005,0.0001,0.0018,0.00073,0.00463,0.00182,0.00143,0.00049,0.63068,43.79535,0.00083,0.00073,0.01502,0,160.74059
Cicero De Inventione Part 1,technical treatise,0.00109,0.00916,0.00072,0.00067,0.00006,0.00068,0.00084,0.00053,0,0.00001,0,0,0.00002,0.00184,0.00288,0.00569,0.00045,0.00074,0.00002,0.61881,29.21353,0.00096,0.00095,0.01544,0,134.2155
Cicero De Inventione Part 2,technical treatise,0.00074,0.00956,0.00085,0.00109,0.00005,0.00076,0.00128,0.00042,0,0.00001,0.00002,0.00005,0.00001,0.00174,0.00249,0.00657,0.00033,0.00044,0.00005,0.64,28.71028,0.00077,0.00092,0.01603,0,148.33384
Cicero De Lege Agraria Contra Rullum,oratory,0.0045,0.00748,0.00013,0.00068,0.00044,0.00036,0.00078,0.00061,0,0.00001,0.00001,0.00001,0.00013,0.00176,0.00154,0.0032,0.00182,0.00089,0.00031,0.54348,36.11492,0.00053,0.00066,0.0118,0.00001,124.36349
Cicero De Natura Deorum Part 1,philosophy,0.00283,0.00642,0.00056,0.00061,0.00058,0.00079,0.00103,0.00087,0,0.00003,0.00002,0.00002,0.00002,0.00216,0.00187,0.00341,0.00195,0.0004,0.00037,0.63736,37.52804,0.00063,0.00071,0.0167,0,128.14227
Cicero De Natura Deorum Part 2,philosophy,0.00112,0.00703,0.00052,0.00087,0.00009,0.00087,0.00103,0.00086,0.00001,0,0.00001,0.00008,0.00016,0.00237,0.00104,0.00358,0.00042,0.00063,0.00048,0.65209,40.94928,0.00137,0.00075,0.0198,0,156.90519
Cicero De Natura Deorum Part 3,philosophy,0.0036,0.00716,0.00022,0.00052,0.00052,0.00038,0.00068,0.00082,0,0.00002,0,0.00004,0.00006,0.00209,0.00231,0.00378,0.00137,0.00024,0.00006,0.63934,34.39853,0.00084,0.00066,0.01596,0.00002,134.80217
Cicero De Officiis Part 1,philosophy,0.00082,0.00705,0.00055,0.00098,0.00001,0.00086,0.00086,0.00065,0.00001,0,0.00004,0.00006,0.00004,0.00298,0.00159,0.0033,0.00017,0.00064,0.00024,0.67658,30.41259,0.00141,0.00048,0.02034,0.00002,149.80762
Cicero De Officiis Part 2,philosophy,0.00132,0.00771,0.00024,0.00102,0.00008,0.00075,0.00075,0.00049,0,0,0.00002,0.00006,0.0001,0.0023,0.00142,0.00346,0.00087,0.00067,0.00012,0.66458,27.6927,0.001,0.00112,0.01826,0.00004,136.97214
Cicero De Officiis Part 3,philosophy,0.0012,0.00913,0.00035,0.00149,0.00024,0.00048,0.00079,0.00059,0,0.00003,0,0.00003,0.00005,0.00225,0.00234,0.00324,0.00177,0.00047,0,0.63982,25.97461,0.00124,0.00117,0.01395,0.00002,111.84919
Cicero De Optimo Genere Oratorum,philosophy,0.00115,0.00793,0.00057,0.00115,0.00011,0.00149,0.00161,0.00069,0,0,0,0,0.00011,0.00322,0.0031,0.00391,0.0008,0.00103,0,0.57353,27.40323,0.00126,0.00126,0.01896,0,114.48684
Cicero De Oratore Part 1,philosophy,0.00402,0.00834,0.00095,0.00083,0.00057,0.00034,0.00121,0.0004,0,0.00003,0.00002,0.00007,0.0001,0.00182,0.0021,0.00427,0.00115,0.00095,0.00048,0.80921,32.43449,0.00108,0.00076,0.0189,0.00001,250.32927
Cicero De Oratore Part 2,philosophy,0.00417,0.00883,0.00057,0.00077,0.00048,0.00076,0.00118,0.00043,0.00001,0.00001,0.00001,0.00005,0.00008,0.0031,0.00218,0.00393,0.00105,0.00067,0.00027,0.71692,29.48374,0.00115,0.00095,0.01817,0,199.41192
Cicero De Oratore Part 3,philosophy,0.00301,0.0083,0.00082,0.00089,0.00041,0.00091,0.00118,0.00056,0.00001,0,0,0.00007,0.00004,0.00305,0.00151,0.00362,0.00093,0.00078,0.00031,0.73048,33.01984,0.00077,0.00072,0.01977,0.00004,194.98125
Cicero De Partitione Oratoria,technical treatise,0.00081,0.00615,0.00047,0.00054,0.00022,0.00081,0.00088,0.00063,0,0.00004,0.00002,0.00002,0.00004,0.00276,0.00246,0.00446,0.00077,0.00047,0.00025,0.6106,36.37,0.00163,0.0007,0.02221,0,125.38427
Cicero De Provinciis Consularibus,oratory,0.0048,0.00837,0.00027,0.00082,0,0.00051,0.0011,0.00096,0,0.00003,0.00003,0.00003,0.0001,0.00158,0.00254,0.00319,0.00158,0.00206,0.0001,0.72857,35.52941,0.00045,0.00062,0.0132,0,162.00556
Cicero De Republica,philosophy,0.00253,0.00781,0.00051,0.001,0.00043,0.0005,0.00111,0.00056,0,0.00002,0.00001,0.00002,0.00011,0.00246,0.00146,0.00352,0.00117,0.00086,0.00019,0.5467,32.05479,0.00063,0.00117,0.01727,0.00001,129.59619
Cicero De Senectute,philosophy,0.00328,0.00599,0.00032,0.0011,0.00028,0.00034,0.00084,0.00045,0,0.00006,0.00002,0.00013,0.00011,0.00209,0.00138,0.00244,0.00134,0.00054,0.00034,0.62769,31.46917,0.0006,0.00108,0.01587,0.00013,120.80208
Cicero Divinatio In C Verrem Part 1,oratory,0.00456,0.008,0.00019,0.00122,0.00156,0.00056,0.00052,0.00052,0.00004,0,0,0.00007,0.00004,0.00241,0.00111,0.00385,0.00056,0.0017,0.00041,0.63768,36.99422,0.0007,0.00096,0.01319,0.00004,177.59211
