Corpus Name,genre,Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length
Cicero Divinatio In C Verrem Part 2,oratory,0.0036,0.00784,0.00013,0.00141,0.00207,0.00052,0.00091,0.00034,0,0.00005,0.00002,0.00005,0.00011,0.00168,0.00145,0.00399,0.00205,0.00124,0.00013,0.55556,33.96546,0.0005,0.00093,0.01083,0.00006,120.87363
Cicero Divinatio In C Verrem Part 3,oratory,0.00326,0.0089,0.00026,0.00132,0.00241,0.00034,0.00077,0.00049,0,0.00007,0.00003,0.00006,0.00015,0.00227,0.00153,0.0048,0.00196,0.00128,0.00015,0.54286,33.78411,0.00041,0.00084,0.01177,0.00002,124.92087
Cicero Divinatio In C Verrem Part 4,oratory,0.00354,0.00733,0.00008,0.00111,0.00145,0.00038,0.00072,0.0005,0,0.00002,0.00001,0.00004,0.0001,0.00181,0.00163,0.00475,0.00323,0.00124,0.0002,0.44676,35.3048,0.00051,0.00107,0.01178,0.00003,106.02148
Cicero Divinatio In C Verrem Part 5,oratory,0.0033,0.00863,0.00017,0.00127,0.00205,0.00036,0.00064,0.00034,0.00001,0.00002,0.00001,0.00008,0.00007,0.00215,0.00095,0.0048,0.00195,0.00121,0.00017,0.54242,34.24567,0.00047,0.0008,0.01199,0.00003,116.37441
Cicero Divinatio In C Verrem Part 6,oratory,0.00373,0.00748,0.00017,0.00105,0.00172,0.00032,0.00084,0.00035,0,0.00002,0.00001,0.00005,0.0002,0.00184,0.00114,0.00416,0.00213,0.00117,0.00031,0.5149,37.36219,0.00036,0.00092,0.01303,0.00008,133.56174
Cicero Divinatio In Q Caecilium,oratory,0.00852,0.01012,0.00006,0.00106,0.00034,0.00025,0.00075,0.00025,0,0.00003,0.00009,0.00006,0.00013,0.0021,0.00232,0.00432,0.00207,0.0016,0.00016,0.67683,29.08584,0.00085,0.00081,0.01272,0,140.63877
Cicero Epistulae Ad Familiares Part 1 Ad Lentulum,letters,0.01111,0.00702,0.00042,0.00087,0.0001,0.00027,0.00084,0.00072,0,0,0.00002,0,0.00007,0.0028,0.00149,0.00504,0.00012,0.00129,0.0001,0.785,31.46064,0.00057,0.00079,0.01595,0,196.61463
Cicero Epistulae Ad Familiares Part 10 Ad Plancum Et Ceteros,letters,0.00958,0.00548,0.00014,0.00082,0.00011,0.0002,0.0008,0.00034,0.00004,0.00002,0.00002,0.00012,0.00007,0.00225,0.00209,0.00424,0.00034,0.0014,0.00009,0.5711,33.09929,0.00053,0.00069,0.01499,0.00004,124.46799
Cicero Epistulae Ad Familiares Part 11 At Brutum Et Ceteros,letters,0.01291,0.00555,0.00008,0.00082,0.00042,0.00034,0.00048,0.00025,0.00008,0.00003,0.00008,0.00008,0.00017,0.00252,0.00207,0.00419,0.00068,0.00161,0.00003,0.54985,34.15101,0.00065,0.00119,0.01313,0,99.79944
Cicero Epistulae Ad Familiares Part 12 Ad Cassium Et Ceteros,letters,0.01071,0.00625,0.00021,0.00072,0.00016,0.00028,0.00063,0.00026,0.00005,0.00002,0.00007,0.00021,0.00016,0.00281,0.00181,0.00427,0.00042,0.00128,0.00002,0.51908,35.58892,0.00037,0.00063,0.01623,0.00002,105.01951
Cicero Epistulae Ad Familiares Part 13 Ad Memmium Et Ceteros,letters,0.01349,0.00976,0.00017,0.00098,0.00022,0.00017,0.00123,0.00032,0,0.00002,0.00002,0.00003,0.00027,0.00377,0.00196,0.0051,0.00002,0.0026,0.00014,0.55631,33.95879,0.00035,0.00084,0.01628,0,133.08764
Cicero Epistulae Ad Familiares Part 14 Ad Terentiam Uxorem,letters,0.01669,0.00538,0,0.00032,0.0004,0.00024,0.00048,0.00024,0,0,0.00008,0,0,0.00345,0.00433,0.00241,0.00096,0.00241,0.00008,0.44737,30.52475,0.00056,0.0004,0.01533,0.00016,75.96951
Cicero Epistulae Ad Familiares Part 15 Ad Senatum Et Ceteros,letters,0.01179,0.00639,0.00016,0.00052,0.00013,0.00039,0.00076,0.00031,0,0.00003,0.00003,0,0.00005,0.00283,0.0017,0.00461,0.00026,0.00176,0.00029,0.64807,35.36137,0.00071,0.00121,0.01604,0,157.03292
Cicero Epistulae Ad Familiares Part 16 Ad Tironem,letters,0.01631,0.00553,0.00005,0.00041,0.00032,0.00009,0.00054,0.0005,0,0.00009,0,0.00018,0.00023,0.00394,0.00285,0.00308,0.00041,0.00163,0,0.38538,31.57962,0.00045,0.00032,0.0155,0,71.19355
Cicero Epistulae Ad Familiares Part 2 Ad Curionem Et Ceteros,letters,0.01425,0.00658,0.00021,0.00038,0.00034,0.00027,0.00099,0.00038,0,0.00003,0,0.00007,0.00021,0.00301,0.00206,0.00438,0.00096,0.00134,0.0001,0.59052,28.94094,0.00038,0.00075,0.01435,0.00003,112.71042
Cicero Epistulae Ad Familiares Part 3 Ad Claudium Pulchrum,letters,0.0153,0.00639,0.0003,0.00038,0.00038,0.00022,0.00101,0.00036,0.00003,0.00011,0.00008,0.00011,0.00011,0.00287,0.00219,0.00478,0.00107,0.00161,0.00014,0.65126,29.35463,0.00052,0.00126,0.01311,0,134.57353
Cicero Epistulae Ad Familiares Part 4 Ad Sulpicium Et Ceteros,letters,0.01127,0.0082,0.00028,0.00055,0.00015,0.00034,0.0015,0.00055,0.00003,0.00003,0.00003,0,0.00003,0.0023,0.00197,0.00322,0.00071,0.00138,0.00003,0.67857,27.78594,0.00095,0.00086,0.01643,0,130.7751
Cicero Epistulae Ad Familiares Part 5 Ad Metellum Et Ceteros,letters,0.01363,0.00653,0.00029,0.00029,0.00022,0.00038,0.00101,0.00036,0,0,0.00002,0.00007,0.00016,0.00262,0.00282,0.00412,0.00065,0.0015,0.00013,0.68027,29.69565,0.00081,0.00074,0.01669,0,138.81056
Cicero Epistulae Ad Familiares Part 6 Ad Torquatum Et Ceteros,letters,0.01158,0.00779,0.00013,0.00038,0.00018,0.00028,0.00117,0.00043,0,0,0.00003,0.00008,0.0003,0.00239,0.00213,0.00406,0.00038,0.00117,0.00023,0.64706,30.99444,0.00084,0.00091,0.01668,0,122.69782
Cicero Epistulae Ad Familiares Part 7 Ad Marium Et Ceteros,letters,0.01567,0.00642,0.00034,0.00047,0.00089,0.00039,0.00076,0.00031,0.00003,0.00003,0.00008,0.0001,0.00016,0.00259,0.00299,0.00367,0.00097,0.00131,0.00003,0.53665,29.99396,0.00042,0.00086,0.01507,0.00005,91.29426
Cicero Epistulae Ad Familiares Part 8 Caeli Epistulae Ad Ciceronem,letters,0.00864,0.00838,0.00016,0.00086,0.00022,0.00051,0.00032,0.00025,0.00003,0,0.00006,0.00016,0.00016,0.00232,0.00257,0.0047,0.0006,0.00064,0.00003,0.54704,30.00766,0.0006,0.0006,0.01251,0,103.25574
Cicero Epistulae Ad Familiares Part 9 Ad Varronem Et Ceteros,letters,0.01305,0.00785,0.00015,0.00042,0.00057,0.00035,0.00097,0.00052,0.00002,0.00005,0,0.00017,0.00012,0.0029,0.00247,0.00307,0.00155,0.0009,0.0001,0.49568,28.80268,0.00067,0.00102,0.01562,0.00002,98.53941
Cicero In Catilinam,oratory,0.00609,0.00738,0.0002,0.00099,0.00054,0.00011,0.00059,0.00047,0,0.00001,0.00001,0.00013,0.00003,0.00169,0.00192,0.00297,0.00135,0.00128,0.00051,0.57044,36.36957,0.00066,0.00052,0.01467,0.00006,135.68069
Cicero In L Pisonem,oratory,0.00739,0.00622,0.00019,0.00079,0.00074,0.00024,0.0009,0.00035,0.00002,0,0.00003,0.00005,0.00013,0.00164,0.00144,0.00293,0.00215,0.00149,0.00032,0.52603,35.17493,0.00037,0.00095,0.01216,0.00016,127.51738
Cicero In Vatinium,oratory,0.00872,0.00657,0.00016,0.0006,0.0002,0.00028,0.0006,0.0006,0.00004,0,0.00008,0.00004,0.00008,0.00195,0.00112,0.00506,0.00323,0.00187,0.00016,0.62963,32.168,0.00076,0.00123,0.01131,0,174.38889
Cicero Letters To Atticus Part 1,letters,0.01137,0.00821,0.0004,0.00058,0.00022,0.00042,0.00058,0.0004,0,0.00004,0,0.00006,0.0001,0.003,0.00132,0.00486,0.00048,0.0008,0.0001,0.46731,34.42092,0.00046,0.0008,0.01449,0.00004,92.50832
Cicero Letters To Atticus Part 10,letters,0.01052,0.00839,0.00013,0.00103,0.00061,0.00029,0.00126,0.00068,0.00005,0.00005,0,0.00037,0.00026,0.0021,0.00342,0.00481,0.00134,0.00087,0.00003,0.38213,27.40132,0.00079,0.00087,0.01502,0.00003,66.10957
Cicero Letters To Atticus Part 11,letters,0.0113,0.00986,0.00023,0.00088,0.00051,0.00048,0.00105,0.00042,0.00003,0,0.00011,0.00006,0.0002,0.00317,0.00269,0.00538,0.00059,0.00076,0.00003,0.51125,31.72533,0.00068,0.00051,0.01363,0,69.21961
Cicero Letters To Atticus Part 12,letters,0.01266,0.0076,0.00032,0.00029,0.00068,0.00038,0.0012,0.00045,0,0.00007,0,0.00018,0.00011,0.00336,0.00365,0.00487,0.00129,0.00032,0,0.40316,26.21615,0.00099,0.00059,0.01633,0.00002,58.86985
Cicero Letters To Atticus Part 13,letters,0.01167,0.00866,0.00033,0.00088,0.00075,0.00033,0.00088,0.00055,0.00002,0.00007,0.00002,0.00004,0.00011,0.00303,0.00305,0.00489,0.0018,0.00042,0,0.30623,27.57143,0.00072,0.00048,0.01599,0.00004,52.59285
Cicero Letters To Atticus Part 14,letters,0.01099,0.00713,0.00008,0.0009,0.0007,0.0002,0.00085,0.00031,0,0.00008,0,0.00003,0.00023,0.0027,0.00158,0.00459,0.00149,0.00065,0.00006,0.35741,30.83267,0.00042,0.00065,0.01451,0.00025,61.50953
Cicero Letters To Atticus Part 15,letters,0.01184,0.00829,0.00009,0.00126,0.00048,0.00045,0.00057,0.00042,0.00003,0.00006,0,0.00009,0.00015,0.00326,0.00212,0.00544,0.00212,0.00066,0,0.32668,32.44105,0.00093,0.0006,0.01472,0.00012,54.27273
Cicero Letters To Atticus Part 16,letters,0.01101,0.00792,0.0002,0.00071,0.00049,0.00051,0.00077,0.00034,0.00003,0.00003,0,0.00009,0.00031,0.00335,0.00194,0.00432,0.00137,0.00077,0.00003,0.35622,29.72862,0.00063,0.001,0.01573,0.00017,59.88527
Cicero Letters To Atticus Part 2,letters,0.01014,0.0082,0.00018,0.00125,0.00058,0.00033,0.00074,0.00018,0,0.00007,0.00009,0.00002,0.00013,0.00325,0.00256,0.00403,0.00138,0.00033,0.00004,0.39963,31.16109,0.00051,0.00071,0.01351,0.00004,74.15041
Cicero Letters To Atticus Part 3,letters,0.01398,0.00621,0.00007,0.00037,0.0004,0.00044,0.00095,0.00047,0,0.00007,0.00004,0.00004,0,0.00365,0.00343,0.00434,0.00095,0.00095,0,0.50871,31.39184,0.0008,0.00051,0.0142,0,87.50799
Cicero Letters To Atticus Part 4,letters,0.00973,0.00701,0.00021,0.00096,0.00035,0.00032,0.00085,0.00035,0,0.00003,0,0.00003,0.00011,0.00266,0.00213,0.00437,0.00115,0.00075,0,0.35088,32.75862,0.00048,0.00075,0.01268,0.00005,67.5
Cicero Letters To Atticus Part 5,letters,0.01043,0.00715,0.00013,0.00071,0.00005,0.00034,0.00087,0.0004,0.00003,0.00011,0,0.00019,0.00011,0.00302,0.00209,0.00487,0.00079,0.00071,0.00003,0.37291,30.60595,0.00045,0.00098,0.01265,0.00003,66.64021
Cicero Letters To Atticus Part 6,letters,0.01073,0.00773,0.00024,0.00074,0.00042,0.00027,0.00074,0.00027,0,0,0,0.00015,0.00006,0.00244,0.00169,0.00517,0.00184,0.00077,0,0.34416,30.13575,0.00036,0.00077,0.01316,0,64.35182
Cicero Letters To Atticus Part 7,letters,0.00925,0.00878,0.00015,0.00065,0.00041,0.00032,0.00118,0.00062,0,0.00004,0.00006,0.00017,0.00019,0.00265,0.00239,0.00505,0.00179,0.00095,0,0.37869,29.9096,0.00069,0.00069,0.01417,0.00004,67.28075
Cicero Letters To Atticus Part 8,letters,0.01051,0.00859,0.00017,0.00061,0.00027,0.00037,0.00096,0.00064,0.00002,0.00007,0.00005,0.00012,0.00029,0.0027,0.00214,0.00331,0.00125,0.00074,0.00002,0.5,29.83155,0.00079,0.00113,0.01333,0,86.83582
Cicero Letters To Atticus Part 9,letters,0.01047,0.00995,0.0003,0.00088,0.00034,0.00034,0.00099,0.00041,0,0,0,0.00011,0.00026,0.00299,0.00192,0.00377,0.00149,0.0008,0.00002,0.38699,30.2238,0.00065,0.00073,0.01474,0.00006,71.52234
Cicero Letters To Brutus,letters,0.00848,0.00689,0.00021,0.00073,0.00017,0.00042,0.00088,0.00044,0,0.00002,0.00006,0.00013,0.00017,0.00215,0.00228,0.00395,0.00004,0.00094,0.0001,0.51935,37.20045,0.00075,0.00065,0.01489,0,105.72008
Cicero Letters To Quintus,letters,0.00968,0.00748,0.00028,0.00099,0.00041,0.00027,0.00091,0.00034,0.00001,0.00002,0.00003,0.0001,0.00007,0.00265,0.00171,0.00427,0.00072,0.00112,0.00001,0.46718,35.20725,0.00054,0.0008,0.0151,0.00003,100.86558
Cicero Lucullus,philosophy,0.00342,0.00961,0.00043,0.00118,0.00062,0.00067,0.00116,0.00077,0.00003,0.00001,0.00001,0.00009,0.0001,0.00269,0.00232,0.00335,0.00167,0.00057,0.00009,0.63065,37.34707,0.00046,0.00105,0.01603,0.00001,126.22351
Cicero Orator,philosophy,0.0018,0.00776,0.00077,0.00058,0.00014,0.00101,0.00105,0.00095,0,0.00001,0,0.00008,0.00011,0.00277,0.00177,0.00368,0.00084,0.00074,0.00016,0.64043,32.25885,0.00081,0.00092,0.02026,0.00003,140.89986
Cicero Paradoxa Stoicorum Ad M Brutum,philosophy,0.00407,0.00612,0.00012,0.00107,0.00087,0.00043,0.00091,0.00047,0,0,0,0.00012,0.00004,0.00182,0.00269,0.00292,0.00411,0.00091,0.00028,0.48966,27.14371,0.00079,0.00075,0.01343,0.00004,105.93724
Cicero Philippicae Part 1,oratory,0.00494,0.00798,0.00049,0.00078,0.00078,0.00029,0.00093,0.00044,0.00005,0.0001,0.00005,0.00005,0.00005,0.00245,0.00171,0.00411,0.00338,0.00108,0,0.62092,31.96154,0.00034,0.00049,0.01233,0.00005,94.59722
Cicero Philippicae Part 10,oratory,0.00242,0.00777,0.0002,0.00091,0.00033,0.0002,0.00091,0.00052,0,0.00007,0.00007,0,0.00007,0.00163,0.00157,0.00346,0.00209,0.00163,0.00026,0.66667,33.00826,0.00085,0.00072,0.01339,0.00007,111.76642
Cicero Philippicae Part 11,oratory,0.00238,0.0071,0,0.00115,0.00017,0.00047,0.00059,0.00034,0.00004,0,0,0.00004,0.00004,0.00161,0.002,0.00344,0.00259,0.00183,0.00038,0.51351,32.28302,0.00119,0.00089,0.01326,0.00004,100.14894
Cicero Philippicae Part 12,oratory,0.00536,0.0069,0,0.00091,0.00017,0.00034,0.00051,0.00057,0,0.00006,0,0.00006,0,0.00183,0.00251,0.00331,0.00456,0.00148,0.00023,0.4031,33.175,0.00063,0.00086,0.01181,0,85.50732
Cicero Philippicae Part 13,oratory,0.00365,0.00747,0.00013,0.0009,0.00017,0.0004,0.00109,0.00046,0,0,0,0.0001,0.00013,0.00129,0.00239,0.00255,0.00292,0.00189,0.00013,0.44922,33.02247,0.0009,0.0006,0.01211,0.00013,89.1716
Cicero Philippicae Part 14,oratory,0.00282,0.00747,0.00015,0.00059,0.00035,0.0003,0.00104,0.00084,0,0.00005,0.00005,0.00005,0,0.00158,0.00129,0.00396,0.00163,0.00198,0.00025,0.55085,38.31707,0.00049,0.00089,0.01251,0.00005,135.75168
Cicero Philippicae Part 2,oratory,0.00766,0.00685,0.00016,0.00096,0.0007,0.00042,0.00073,0.00037,0.00006,0,0,0.00013,0.00005,0.00184,0.00166,0.00335,0.00367,0.00133,0.00006,0.46461,29.61179,0.00035,0.00097,0.01098,0.00006,82.19816
Cicero Philippicae Part 3,oratory,0.00249,0.00737,0.00027,0.00095,0,0.00023,0.00068,0.00045,0,0,0,0.00005,0.00009,0.0014,0.00136,0.00339,0.00262,0.00158,0.00018,0.43506,35.7767,0.0005,0.00081,0.01484,0.00005,107.32039
Cicero Philippicae Part 4,oratory,0.00395,0.00691,0,0.00099,0.00012,0.00025,0.00074,0,0.00012,0,0,0.00012,0,0.0016,0.0016,0.00173,0.00235,0.00222,0.00025,0.61017,34.22222,0.00025,0.00037,0.01296,0.00012,109.48649
Cicero Philippicae Part 5,oratory,0.00156,0.00768,0.00017,0.00086,0.0001,0.00026,0.00063,0.00033,0.00003,0,0,0.0001,0,0.00152,0.00169,0.00321,0.00278,0.00119,0.0002,0.55224,30.03825,0.00066,0.00073,0.01238,0.00007,108.63669
Cicero Philippicae Part 6,oratory,0.00416,0.00673,0.0001,0.00079,0.00059,0.0003,0.0003,0.0003,0,0,0,0.0001,0,0.00238,0.00188,0.00297,0.00396,0.00119,0.0001,0.47126,25.82258,0.0004,0.00069,0.01089,0.0001,82.14634
Cicero Philippicae Part 7,oratory,0.00375,0.00781,0.00008,0.00047,0.00008,0.00039,0.00055,0.00062,0.00016,0,0,0.00008,0.00008,0.00164,0.00164,0.00226,0.00406,0.00133,0.00016,0.44318,34.78462,0.00039,0.00101,0.01069,0,95.61194
Cicero Philippicae Part 8,oratory,0.00483,0.00742,0.00036,0.00121,0.00006,0.00036,0.00036,0.0003,0,0.00006,0,0.00006,0.00012,0.00193,0.00187,0.00296,0.0035,0.0006,0.00012,0.44805,29.03093,0.0006,0.00109,0.01219,0.00006,79.64423
Cicero Philippicae Part 9,oratory,0.0018,0.00815,0.00021,0.00095,0.00011,0.00032,0.00127,0,0,0,0.00011,0,0.00032,0.0018,0.00201,0.00265,0.00042,0.00085,0.00021,0.77778,33.7125,0.00106,0.00095,0.0128,0,145.4
Cicero Post Reditum In Senatu,oratory,0.00661,0.0045,0.00012,0.00072,0.00016,0.00044,0.00084,0.00104,0,0,0.00004,0.00008,0,0.00159,0.00167,0.00378,0.00143,0.00159,0.00016,0.68269,36.31613,0.00056,0.00123,0.01319,0,190.18182
Cicero Pro A Caecina,oratory,0.00439,0.0094,0.00009,0.00104,0.00059,0.00039,0.00091,0.00064,0,0.00004,0,0.00002,0.00016,0.00174,0.00328,0.00419,0.00249,0.0005,0.00009,0.61006,32.01567,0.00113,0.00122,0.01354,0,122.99119
Cicero Pro A Cluentio,oratory,0.00252,0.01023,0.00035,0.00127,0.00025,0.00043,0.00106,0.00059,0,0.00003,0.00002,0.00006,0.00007,0.0019,0.00143,0.00463,0.0017,0.0011,0.0002,0.57253,37.20994,0.00054,0.00092,0.01228,0,122.24665
Cicero Pro Archia,oratory,0.00401,0.0092,0.00062,0.00107,0,0.00051,0.00102,0.00079,0,0,0,0,0,0.00107,0.00181,0.00412,0.00152,0.00181,0.00068,0.69231,43.00901,0.00079,0.0013,0.01665,0.00006,151.46154
Cicero Pro Balbo,oratory,0.00245,0.00764,0.00036,0.0008,0.00023,0.00026,0.0009,0.00034,0.00003,0,0.00008,0,0.00018,0.00191,0.00248,0.0047,0.00206,0.00178,0.00036,0.6178,34.06696,0.00057,0.00093,0.0128,0.0001,153.20158
Cicero Pro C Rabirio,oratory,0.00494,0.00618,0.00005,0.00045,0.0006,0.00015,0.00065,0.00035,0,0,0,0,0.00025,0.001,0.00204,0.00409,0.00239,0.00135,0.00025,0.58772,32.8843,0.0008,0.00095,0.01301,0,140.25874
Cicero Pro C Rabirio Postumo,oratory,0.00405,0.01006,0.00013,0.00111,0.0004,0.00027,0.00093,0.00049,0,0,0.00004,0.00009,0.00004,0.00205,0.00267,0.00267,0.00223,0.00102,0.00018,0.47283,30.1831,0.00045,0.00053,0.01344,0.00009,97.66522
Cicero Pro Fonteio,oratory,0.00248,0.00672,0.00008,0.00065,0.0005,0.00027,0.0008,0.0005,0,0,0,0.00004,0.00011,0.00168,0.0016,0.00458,0.00237,0.0018,0.00004,0.66154,37,0.00118,0.00061,0.01391,0,145.42778
Cicero Pro L Flacco,oratory,0.00401,0.00644,0.00014,0.00119,0.00083,0.00033,0.00086,0.00043,0.00003,0.00002,0,0.00002,0.00005,0.00137,0.00199,0.00377,0.00282,0.00156,0.00021,0.4664,31.05497,0.00054,0.00091,0.01147,0.0001,96.26493
Cicero Pro Ligario,oratory,0.0078,0.00866,0.0004,0.00103,0.00057,0.00103,0.00109,0.00075,0,0.00006,0,0.00006,0.00017,0.00218,0.00264,0.00373,0.00287,0.00126,0.00006,0.57639,27.38849,0.00029,0.00126,0.01136,0,91.76842
Cicero Pro M Caelio,oratory,0.00374,0.00748,0.00037,0.00125,0.00104,0.00048,0.00104,0.00054,0.00002,0.00002,0,0.00004,0.00008,0.00154,0.00247,0.00376,0.00212,0.00147,0.00023,0.5627,36.22,0.00037,0.00091,0.01406,0.00004,118.2973
Cicero Pro Marcello,oratory,0.0049,0.0059,0.00053,0.00046,0.0006,0.00053,0.00113,0.0008,0,0,0,0,0.0002,0.00205,0.00133,0.00292,0.00093,0.00099,0.0002,0.60784,34.8785,0.00066,0.00113,0.01823,0,132.34211
Cicero Pro Milone,oratory,0.004,0.00932,0.00009,0.00131,0.00012,0.00015,0.0012,0.00038,0.00002,0.00002,0,0.00007,0.00014,0.00194,0.00258,0.00361,0.00266,0.0017,0.0001,0.56891,33.54372,0.00069,0.00088,0.01186,0.0001,121.96646
Cicero Pro Murena,oratory,0.00514,0.00656,0.00013,0.00057,0.00065,0.00027,0.00103,0.00082,0,0.00003,0,0.00007,0.00003,0.00174,0.00207,0.00322,0.00154,0.00165,0.00025,0.49153,35.70058,0.00077,0.00057,0.014,0,120.33534
Cicero Pro Plancio,oratory,0.00862,0.00854,0.00018,0.0007,0.00048,0.00042,0.00088,0.00059,0,0.00002,0.00003,0.00002,0.00018,0.00184,0.00248,0.00382,0.00211,0.00142,0.00019,0.6194,31.67562,0.00061,0.00074,0.0149,0.00002,122.1875
Cicero Pro Publio Quinctio,oratory,0.00455,0.00778,0.00004,0.00115,0.00084,0.00021,0.00111,0.00025,0,0.00006,0.00004,0.00013,0.0001,0.00224,0.00245,0.00405,0.00268,0.00078,0.00015,0.50562,32.58621,0.00038,0.00119,0.01103,0.00002,102.80603
Cicero Pro Q Roscio Comoedo,oratory,0.00448,0.00818,0.00004,0.00152,0.00012,0.00031,0.00047,0.00035,0,0.00004,0.00008,0,0.00008,0.00125,0.00261,0.00561,0.00608,0.0014,0,0.3444,29.45833,0.00058,0.00058,0.01165,0,65.65217
Cicero Pro Rege Deiotaro,oratory,0.00594,0.00789,0.00014,0.00149,0.00046,0.00005,0.00084,0.0006,0.00005,0.00005,0.00005,0.00005,0.00009,0.00139,0.00116,0.00371,0.00218,0.00149,0.00019,0.53595,35.78947,0.00037,0.00139,0.01421,0.00009,110.46154
Cicero Pro S Roscio,oratory,0.00379,0.0095,0.00004,0.00099,0.0008,0.00045,0.00113,0.00022,0,0.00001,0.00004,0.00014,0.00006,0.00247,0.00243,0.00447,0.00258,0.00127,0.00026,0.61943,34.80858,0.00029,0.00087,0.01318,0.00003,109.42534
Cicero Pro Scauro,oratory,0.00496,0.00738,0.00042,0.00169,0.00085,0.00042,0.00187,0.00048,0,0.00006,0,0.00006,0,0.00139,0.00212,0.00387,0.0026,0.00163,0.00024,0.51938,33.78846,0.00079,0.00079,0.01566,0,98.45238
Cicero Pro Sestio,oratory,0.00357,0.00753,0.00016,0.00136,0.00015,0.00049,0.00097,0.00065,0.00001,0.00001,0.00001,0.00005,0.00006,0.0017,0.00143,0.00424,0.00186,0.00149,0.00015,0.59165,36.53232,0.00067,0.00083,0.01359,0.00003,158.62336
Cicero Pro Sulla,oratory,0.00681,0.00873,0.00014,0.0014,0.00039,0.00033,0.00081,0.00047,0,0.00002,0,0.00002,0.00008,0.0018,0.00242,0.00427,0.00204,0.00136,0.00033,0.55806,33.23529,0.00052,0.00122,0.01307,0.00004,127.64109
Cicero Pro Tullio,oratory,0.00354,0.01019,0,0.00111,0.00055,0.00022,0.00155,0.00022,0,0,0,0.00011,0.00006,0.00327,0.00244,0.00365,0.00266,0.00055,0.00017,0.45833,29.1913,0.00055,0.001,0.0124,0,96.56684
Cicero Timaeus,philosophy,0.00137,0.00914,0.00029,0.00186,0.00004,0.00058,0.00099,0.00165,0,0,0,0,0.00004,0.00215,0.00091,0.00447,0.00008,0.00058,0.00054,0.71233,29.30806,0.00128,0.00099,0.02131,0,162.22148
Cicero Topica,philosophy,0.00143,0.00973,0.00064,0.00037,0.00003,0.00162,0.00056,0.00085,0.00003,0,0,0.00011,0,0.00276,0.00196,0.00528,0.00021,0.00013,0.00003,0.62422,30.42894,0.00109,0.00114,0.01557,0,113.91239
Cicero Tusculanae Disputationes Part 1,philosophy,0.00304,0.00819,0.00053,0.00109,0.00052,0.00062,0.00118,0.00044,0,0.00004,0.00004,0.00006,0.00012,0.0024,0.00205,0.00311,0.00251,0.00034,0.00015,0.55738,28.65336,0.00071,0.00103,0.01528,0.00003,103.64832
Cicero Tusculanae Disputationes Part 2,philosophy,0.00349,0.00758,0.00051,0.00106,0.00014,0.00038,0.00111,0.00081,0.00003,0,0,0.00016,0.00005,0.00249,0.00225,0.00317,0.00225,0.00043,0.00008,0.48505,30.16194,0.00106,0.00087,0.01385,0.00024,97.00262
Cicero Tusculanae Disputationes Part 3,philosophy,0.00247,0.00848,0.00039,0.00123,0.00029,0.00074,0.00103,0.00095,0,0.00004,0,0.00004,0.00002,0.00266,0.00187,0.00307,0.00187,0.00029,0.00012,0.61345,28.87958,0.00062,0.00093,0.0149,0.00006,108.69575
Cicero Tusculanae Disputationes Part 4,philosophy,0.0015,0.00711,0.00064,0.00102,0.0004,0.00127,0.00114,0.00056,0.00004,0,0,0.00017,0.00006,0.00252,0.00133,0.00385,0.00183,0.00021,0.00012,0.61639,29.6209,0.00083,0.00062,0.0161,0,123.59383
Cicero Tusculanae Disputationes Part 5,philosophy,0.00208,0.008,0.00051,0.00163,0.00039,0.00077,0.00101,0.00063,0.00002,0.00003,0,0.00005,0.00011,0.00209,0.00193,0.00282,0.0024,0.00064,0.00029,0.57828,30.42078,0.00087,0.00108,0.01543,0.00006,116.36704
